comment,reviewer_country,reviewer_country_code,reviewer_industry,user_image_url,username
Great experience,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/31079036/original/12241567_957671260971190_2872671603991417509_n.jpg",dominiquepalmer
Exactly what I wanted plus provided the code as well. Would use again.,United Kingdom,GB,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/343298/original/imagesCAPHMLYW.jpg",estebillan
Great Job Fast results,United States,US,art_and_design,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/3474187/original/1407160642977_facebook20140804-8286-c5dnw8.jpg",trentonsemon
"Third web scraping project I have ordered from Talha. On time, exactly what I needed, great communication.",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/36077161/original/james.jpg",blinkpop
"Talha did a web scraping project for me. It was slightly difficult, and he overcame every challenge. He even delivered some extra data which is helpful to me, on his own initiative. He communicates in fluent English, did the project on time, exactly as I requested. Great results. Will hire again.",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/36077161/original/james.jpg",blinkpop
Excellent work!,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/37979545/original/photo.jpg",zacharyh961
"Really knowledgeable and cooperative with great attention to detail and professionalism.

Thanks again for the great service. Always a pleasure!",United Kingdom,GB,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/40859461/original/fiverr-Logo.jpg",matthewj1995
Great work thanks,United Kingdom,GB,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/40859461/original/fiverr-Logo.jpg",matthewj1995
"Great Fiverr seller, terrific communications, understood requirements easily and delivered exactly what was expected.",Australia,AU,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/41197/original/1493024421124_Profile.png",mitchmalone
Talha did a great job and completed my project very quickly.,United States,US,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/42432805/original/10404526_10208794472488313_6718652302500623072_n.jpg",derricktornow
Talha is great to work with.  He was able to do exactly what I needed quickly.  I would recommend him.,United States,US,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/42432805/original/10404526_10208794472488313_6718652302500623072_n.jpg",derricktornow
"Talha is a great professional, the project went very well. Great Work!",Brazil,BR,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/48769739/original/1478314310530_Profile.png",felipemfontes
Great communication and quality.,Canada,CA,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/57739659/original/photo.jpg",holdenjohnson
"great job, thank you !",Germany,DE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/62753687/original/photo.jpg",mabugbr
"Great, fast, perfect Job !",Germany,DE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/62753687/original/photo.jpg",mabugbr
"Fast and accurate!
",United States,US,beauty_and_cosmetics,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/65016463/original/1503586148780_facebook20170824-31313-qmtt17.jpg",mjglaicar
Everything went perfectly fine. Others job will certainly come,Brazil,BR,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/65665074/original/1920175_10152331871515864_1617681158_n.jpg",luizfilho268
"Professional, and quick",United States,US,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/65968584/original/photo.jpg",samirk96
Was extremely helpful and quick!,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/66119633/original/18664365_10154528078284249_6457149845575704322_n.jpg",michaelsabosky
Exceptional and professional Fiverrist! Will order again. Thank you for your work and time.,Finland,FI,media_or_entertainment,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/7289827/original/1484698_550653581744589_8090941228262462068_n.jpg",michaelhokkanen
Talha is a great source all for web scrapper requirements! I highly recommend him if you re looking for expert and professional freelancer!,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/7985132/original/05b79b9.jpg",univer82
"Talha is a great source if you have a project and need help with Phyton, his communication skill is great, he works on every single detail, he did great for my project. Thank you Talha.",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/7985132/original/05b79b9.jpg",univer82
"Talha is doing great job, he explain all detail with his great communication skills.",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/7985132/original/05b79b9.jpg",univer82
"Was initially hesitant as Talha was a bit pricier, but nonetheless his many 5-star reviews and happy customers gave me comfort. I was not disappointed in the final product. Talha was responsive and worked with me to ensure the final python script was what I needed and was running properly as expected. Very easy to communicate with and professional. Highly recommend his services!",United States,US,,,mscventures
"It was my second time working with Talha, he did a great job again and provided the requested information in the timeframe we agreed on. I will definetly work again with him on any data scraping projects in the future!",Germany,DE,,,fudj43fv
Definitely will be using Tahla again.  very fast service and understood exactly what I needed.  ,United Kingdom,GB,,,ivybee2025
a little more communication would be good but overall great work,France,FR,,,haroldjavet
Very fast and competent. ,Germany,DE,,,michaelpelster
"3rd time using Talha, and good work as usual. 
Thank you. ",United Kingdom,GB,,,jaymin_s
Clear communication and the product works great!,United States,US,,,twesten
Very good communication and completed what I asked. Will continue to use him and this service.,United States,US,,,jmatarazzoj
"Another outstanding delivery! I truly appreciate the consistent quality and the noticeable improvement with each repeat order. This task involved 5,600 lines across 18 columns and was completed ahead of schedule, requiring only one round of review. I'm already looking forward to our next collaboration.",France,FR,,,p4manu
Very good as usual!,France,FR,,,thofilipp
"Exceptional, great help. Great work, will be using his services again and will be recommending him to others.",Australia,AU,,,abshirx
"Talha delivered exactly as expected — professional, reliable, and met all requirements on time. Great to work with",Uzbekistan,UZ,"financial_services_or_banking, technology",,azayniddinov
"Thank you for the fast delivery! It was a data scraping with a long list of columns. I only needed a single review for one column and a small data cleaning.

Looking forward to work on the next project !",France,FR,,,p4manu
Good communication and high-quality delivery,France,FR,,,thofilipp
Great working with him,Netherlands,NL,retail_and_wholesale,,ralphinsonder
"Talha Pythoneer delivers EXCEPTIONAL data scraping services! His attention to detail and professionalism consistently exceed expectations, and his politeness and cooperation make him a delight to work with. As a regular customer, I'm continually satisfied with his ability to understand and achieve my goals promptly. 🙌",United Kingdom,GB,,,jaymin_s
"Great work ! 

This was a complex task of scrapping around 9000 lines with multiple roadblocks.
I have now a CSV I can start working on! He also offered a little data cleaning. That was a really fast delivery considering the task complexity.
",France,FR,,,p4manu
quick and great delivery!,United States,US,,,raypcal
Really good! Great professionalism and fast answers,Canada,CA,,,bonzai_ai
"Absolutely Incredible!!! Working with Talha was my first time ever using Fiverr and he went above and beyond in every way. Delivery was fast and the product was great. However, what really blew me away about Talha was that even after delivery he took the time to get on numerous zoom calls with me to make sure I was comfortable with the product he delivered, made multiple improvements during and between these calls, and worked with me in any way he could! I would absolutely recommend his services to anyone that comes across his profile. He is also the only freelancer I will be using for anything that falls under the categories of what he can do!",United States,US,,,tristan_e03
"Great service, super fast! ",United Arab Emirates,AE,media_or_entertainment,,laurenbartmanis
"Great experience, Talha worked with me to find a solution when the first method did not achieve the best results.",Australia,AU,,,anthony_scf
"Highly recommend! The data scrape was everything I needed to capture, and he was very professional in his communication and updates. His cooperation, quick responsiveness, and polite demeanor make collaboration a breeze. ",United States,US,,,jacobwaddingham
"Talha Pythoneer truly delivered top-notch results in data scraping, surpassing expectations with remarkable attention to detail and professionalism. 🚀 Collaborating with Talha was smooth and productive, thanks to his language fluency and deep understanding, making the process seamless and enriching. Highly recommended!",United States,US,,,homealex
"took great attention to detail, and when certain deliverables became out of reach,  communicated a complimenting pivot for a positive outcome 10/10",United States,US,marketing_or_advertising,,imm2137215
"Good guy, very responsive and professional.",United States,US,,,dlwdlw1
"Talha Pythoneer delivered an OUTSTANDING data scraping project, showcasing exceptional professionalism and a keen attention to detail that truly exceeded my expectations. Working with him was a breeze, thanks to his proactive communication and quick responsiveness. He genuinely went above and beyond in every aspect—HIGHLY recommended! 🙌",United States,US,,,jimmy_hurley
Well done! Thank you!,United States,US,,,jamesulan
Thank you. Well done. ,United States,US,,,maxarrow1
"Talha Pythoneer truly shines in his profession! His attention to detail and professionalism are top-notch, consistently going above and beyond expectations. Working with him was an absolute pleasure due to his cooperative nature, politeness, and impressive delivery time. 😊",Canada,CA,,,ronr31
He's an excellent worker,United Kingdom,GB,,,reecereececrowt
"Working with Talha Pythoneer was a great experience as usual! His attention to detail and professionalism made the project shine, while his excellent communication and timely delivery ensured everything went smoothly. I highly recommend him for any data scraping needs! 👌",Canada,CA,technology,,propgul
"Talha Pythoneer delivered the project with exceptional professionalism and excelled in maintaining clear, proactive communication throughout. His cooperative approach and politeness made working with him a seamless experience. Overall, his expertise in data scraping truly stood out.",United Kingdom,GB,,,warmupnl
"It's better than any other scraping service I have had on Fiverr! I have tried a few; they either required proxy solutions or were unstable. This one is so good so far, and I hope it stays reliable.

They could troubleshoot some issues quickly and understood the request very well.",United States,US,retail_and_wholesale,,algume
It is is a pleasure,United States,US,financial_services_or_banking,,chbusch
Talha is an excellent programmer. He is able to do a lot of things I didn’t know was possible. He explains things with clarity and delivers as promised. I will definitely be working with him again. ,United States,US,"education, art_and_design",,a_burgos
"Talha Pythoneer truly impressed with his PROFESSIONALISM in data scraping! Collaborating with him was a delight due to his punctual delivery, politeness, and high level of cooperation. 👍 Highly recommend him for any project!",Czech Republic,CZ,,,mjpr87
once again flawless delivery,Belgium,BE,,,wernervo
Excellent service! Provided us with a clear script to follow in case we need to set up a web scrape again. Highly recommend!,United Kingdom,GB,construction,,htsspares
"Talha Pythoneer delivered work with exceptional professionalism and remarkable attention to detail. Working with him was a pleasure, as his deep understanding and willingness to go ABOVE AND BEYOND truly stood out. Highly recommended! 👏",United States,US,,,stschuck
"Talha's professionalism and attention to detail were truly impressive, delivering exceptional work with precision. His deep understanding and willingness to go above and beyond made collaboration seamless and highly enjoyable. Highly recommended! 👏",Belgium,BE,,,wernervo
"Talha Pythoneer did an OUTSTANDING job on my data scraping project, showcasing incredible attention to detail and exceeding expectations with professionalism. Their deep understanding, smooth cooperation, and timely delivery made working with them a pleasure. Great work in a short period of time! 👏",Iceland,IS,,,steinarrenova
Excellent work on scraping. Thanks,United States,US,,,stschuck
Talha Pythoneer truly EXCEEDED expectations with his professional and detail-oriented work! His proactive communication and quick delivery made working with him an absolute breeze. Highly recommend his expertise 👏!,United States,US,,,findyourclub
Great work!,Vietnam,VN,,,liz_liauw
Thanks a lot. Great work. You think along the way and ask questions before continuing. That way the outcome is really good.,Switzerland,CH,,,techrenovations
"Perfect, well done, thank you.",Switzerland,CH,,,techrenovations
"Talha Pythoneer demonstrated exceptional professionalism in his data scraping work. He was highly cooperative, polite, and met the deadlines perfectly. Working with him was a seamless and pleasant experience.
He finished a hard job. I hope the data helpful and look forward to work again with him",Vietnam,VN,,,violet1188
"Talha scraped 1600 sites for me from a website, then formatted the data ready for my import",United Kingdom,GB,,,bb_highlowwater
"Fantastic, super helpful. ",United States,US,,,nicole_m_a
10/10 service will continue to come back for more services.,United States,US,,,nickbaja1513
Dit what was expected within a short time. Would recommend.,Belgium,BE,technology,,david_pintelon
"I could not have been happier, this was a terrific job and I will definitely use him again in the future.",United States,US,marketing_or_advertising,,joepets
Great working with Talha had some errors on our code when delivered but quickly fixed them to our satisfaction. Will continue to do business ,United States,US,,,nickbaja1513
Great delivery ,Norway,NO,,,yngvelok
Understood the assignment perfectly delivered on what we needed exactly. Even included a quick revision when we needed a sepcific formating of some data fields. Would definitely work with him again,France,FR,,,elliotmack204
Amazing experience. Great communication and fast delivery. Has a deep understanding of this space and has provided real value. I would definitely work with him again. ,Australia,AU,,,jessthorning
happy with the work as always,Norway,NO,,,yngvelok
great to work with,United States,US,beauty_and_cosmetics,,tgibson1926
"Talha Pythoneer truly EXCEEDED expectations with his professional and detail-oriented data scraping work! His language fluency, politeness, and quick responsiveness made the collaboration effortless and enjoyable. 👍",Greece,GR,transportation_or_automotive,,kwstas_s14z
happy with the Delivery as always. Professional and quality delivery ,Norway,NO,,,yngvelok
Talha did great work and provided everything needed. I plan on using him again in the future. ,United States,US,,,superklean
Great work as always!,United Kingdom,GB,,,emanuelclements
Excellent communication and delivery of what was needed. I will definitely be working with Talha again :) thank you!,United States,US,,,robin_pry
very good job,United States,US,,,missygoldber542
Talha scraped a data source for us very quickly and efficiently. I had forgotten to request a field in the original spec. Talha re-ran the script for me and got the extra field,United Kingdom,GB,,,bb_highlowwater
Great service and always great communication. highly recommend,United Kingdom,GB,,,emanuelclements
Great service. Well communicated and timely,United States,US,,,sanjaykrsna
"All perfect, we found answer to our problems :)",Spain,ES,,,victorjuba91
"Talha scraped a pub website for me with no problems, very speedy delivery",United Kingdom,GB,,,bb_highlowwater
He was esay to work with and very responsive. Great all around job. ,United States,US,,,paulpeak1
"Talha Pythoneer was a pleasure to work with. Not only did he obtain the data needed, he went above and beyond to help me ensure the data could be scraped in the future. Professional, responsive, deep level of understanding and proficient to get the job done. 10/10 would work with him again. ",United States,US,,,parker_hansen
I am happy with the  delivery of the work and Talha was quick and responsive in my requests.  I am looking forward to working with him again.,United Kingdom,GB,,,jaymin_s
Talha scraped a data source of approx 2500 records within a couple of days. No problem with the files. Great service!,United Kingdom,GB,,,bb_highlowwater
"He is always accurate and fast 
I'm lucky to be with him","Korea, Republic of",KR,,,bzzzzzzzzzz
"He did a great a job in all ways, not much more to say.",United States,US,financial_services_or_banking,,chbusch
"Talha Pythoneer nailed it with impeccable attention to detail and literally exceeded what I envisioned for my data scraping project! 🙌 Working with him was a breeze, thanks to his quick responses and proactive communication, not to mention the on-point delivery time. A solid choice for anyone needing top-notch data scraping services.",United States,US,,,jinsonjose990
Did a great job understanding the request and providing accurate expectations. Would highly recommend for web scrapping. Very professional!,United States,US,,,paulpeak1
"We are already working on our third project together with Talha.

He always completes projects accurately and quickly.

Also, even if I am not good at organizing requirements, he always organizes them clearly. 

We always offer reasonable prices and there are no additional costs.

We will also work with him on future projects.","Korea, Republic of",KR,,,bzzzzzzzzzz
"I needed some data scraped from a website. Another freelancer on Fiverr struggled with it, giving me lots of duplicates, missing records etc. So I approached Talha. Talha managed to scrape everything and put it into a great format to work with. Would highly recommend for a data scrape",United Kingdom,GB,,,bb_highlowwater
Good operator,Australia,AU,,,cameronlissn226
Well executed data scraping. Good communication. Able to work around challenges and adapt methodology. Provided script and instructions for further use by customer.,United States,US,,,ahkohli
Absolutely phenomenal job with a lot of communication and great results.  It wasnt a straight forward job either but was incredibly impressed by the overall results and work that was done,United States,US,,,ae_airlast
Excellent!,United Kingdom,GB,,,cartwrightcs
Does a great job!,United States,US,,,rhuberty
"Working with Talha was an absolute pleasure. Their professionalism, attention to detail, and deep understanding of the task were evident throughout the project. 

There were some unforeseen technical challenges involved with our data scraping job, and Talha went above and beyond to ensure that the final results were achieved.

I highly recommend Talha and look forward to working with them again.",New Zealand,NZ,"education, technology",,vincent_orah
"Working with Talha absolutely fullfilled all my expectations, and more. I highly recommend him as a great expert and professional!",Serbia,RS,,,alexandar24
Fast and fair work!,United States,US,,,johnkeehler
Quick & Reliable,South Africa,ZA,education,,cambrilearn
Talha continues to be great to work with!,United States,US,,,danielazoulai
Talha was very collaborative from the start in helping me put together a request that was workable based on the data available.  He communicated well throughout the process and sent several test results to make sure he was delivering what I had asked for.,United States,US,,,wthompson1
"Amazing work, got exactly what I was looking for. Will definitely contract again. Highly recommend services. ",United States,US,,,paul_barrera
Always great to work with and always on time ,United States,US,,,davidostrea
Completed the task quick and correctly 🙏 would highly recommend him to anyone needing scraping services ,United States,US,,,chb703
Excellent quality.,United States,US,,,joshfaye
"
Working with him is always amazing.

He handles everything perfectly until the end.","Korea, Republic of",KR,,,bzzzzzzzzzz
"Very professional, quick, and efficient.  We got everything we needed.",United States,US,,,mssnewry
thank you very much!,United States,US,,,doctechno
"It's great to work with Talha.

He is very professional.

Before starting a project, he first organizes the necessary requirements.
He doesn't negotiate the price.

Also, no matter what issues arise along the way, he takes full responsibility and completes everything.","Korea, Republic of",KR,,,bzzzzzzzzzz
"Great service delivered again. Helpful all the way, and fast delivery with quality. My recommendations",Norway,NO,,,yngvelok
"Great service, delivered as expected, great communication",France,FR,,,lloydhamlet
"Excellent and fast delivery. The data needed was exactly what we needed, and delivered ahead of schedule, also including the source data for us to run data collection by ourselves in the future. Price was the only inconvenience when compared to other providers. ",United States,US,,,blizan
"He did excellent work for our first engagement, so I went back for another gig and he completed the work very quickly and for a fair price compared to the value that I am able to get from the scraped data.  Really appreciate his effort!",United States,US,retail_and_wholesale,,jim_breese
"Awsome work, fast and precise !
Would definetely work with him again :)",France,FR,,,djidee59
"He did a great job, knew exactly what I needed and delivered it quickly and professionally. This was such a huge time saver!!!! I will use him again anytime I can.",United States,US,legal,,mmaurer709
"As it was last time, working with Talha is a certain pleasure. He is a good person, smart, attentive, and obviously very skillful. I enjoy working with him and will consult him on future needs without a doubt when they do arise.",United States,US,technology,,ar_t_e_m_is
"Talha was given my request and I asked if it could be turned around quick, and he delivered 110%.  He also explained any issues before delivery, and offered assistance in case of any issues.  There were no issues :).  For all my future scraping needs, I'll be using Talha again!",United Kingdom,GB,,,terrykernan555
"Quick response, and great service. Exactly as requested. 
",United States,US,,,extescalade22
"Outstanding service! I engaged two freelancers for the same project in distinct areas, and this freelancer surpassed my expectations in terms of the quality of work compared to the other individual. I am thoroughly impressed and genuinely appreciate the exceptional service provided. Without a doubt, I will return for future projects!",United States,US,,,cashe1
"Fantastic service from Talha. The job was to scrape the data from an ecommerce site with 1,700 products. All completed within 48 hours and the data is absolutely perfect. Fully recommend him and we will be using him again.",United Kingdom,GB,retail_and_wholesale,,stevewilliam810
"Great to work with, got all the date needed. Fixed the pip libraries so the script should be able to run perfectly on my PC. ",United States,US,,,davidmeisnerse
Fantastic service. Fully understood the small project and executed it without any support required. Will certainly be using again!,United Kingdom,GB,,,gsalomonuk
"This is the second time I've worked with Talha, and he did great work again!",United States,US,,,henryhedges264
Thank you for the easy and fast process!,United States,US,medical_or_pharmaceutical,,beaumontpuffer
"Talha was fast! I need a quick result and he delivered, and exactly as required too.  Would highly recommend.",United Kingdom,GB,,,terrykernan555
"I loved working with Talha. I had an issue that came up because I didn't communicate something critical - Talha was understanding and very helpful and helped me dedug things. He was kind, quick with the task and accurate. I will work with him again!",United States,US,,,henryhedges264
Very easy to work with and finished my project earlier. Would highly recommend.,United States,US,,,distressedderek
Talha understood my task well and was able to offer me a good solution. He was very helpful and the project was a full success. This was not my first job with him and I can recommend his work and will definitely work with him again.,Germany,DE,services,,andreaskrah774
"Fast delivery, exactly as ordered. Thanks, Talha! ",Germany,DE,,,michaelpelster
"Talhapythoneer's coding skills are top-notch, and they consistently delivered high-quality work on our project.
Communication was excellent, and he were always responsive to our questions and concerns. Working with Talha was a true pleasure, and I look forward to collaborating with them again in the future. If you're looking for a skilled and reliable programmer, look no further.",Cyprus,CY,,,theolafa
great communication and effectiveness.,United States,US,,,andrespinate3
"It was great to work with Talha. The first delivery wasn't quite what was needed, and Talha took the feedback on board and the revised delivery was just what was needed. Would work with Talha again.",United Kingdom,GB,,,rial_analytics
Great communication and perfect questions to get the entire scope of the work for an accurate proposal. The added Python project is very useful as well as the instructions that came with the delivery. The project was done within the timeline as well.,United States,US,financial_services_or_banking,,ryangcurry
Excellent work as always!,"Korea, Republic of",KR,,,cjeena
"Super clear, prompt communication and excellent delivery. Highly recommend!",United States,US,,,ludvigsen2017
"Quality work, great communication. Overall exceptional client service. My recommendations!",Norway,NO,travel_or_tourism,,yngvelok
Just easy!,Austria,AT,"technology, services",,prolion_gmbh
"Exceptional client service, and quality work.",Norway,NO,travel_or_tourism,,yngvelok
"Talha was very professional and efficient in both communication and delivery. He supplied the data as discussed before the expected delivery date. Thank you, Talha. Would recommend and work with again.",United States,US,,,zhenning_lu
Amazing to work with. Very high quality of work. We needed a scraper to scrape a large website that was hard to do on our own so he helped out a lot! 100% recommended. ,United States,US,technology,,lystarmer
Good service and communication.,France,FR,art_and_design,,oumadmo
I always get what I need and on time. He has been my go-to for data scraping. Highly skilled and very responsive. Thank you!,"Korea, Republic of",KR,,,cjeena
There were errors due to this being a bit complicated but Talha was able to get all bugs and issues resolved with the script resolved pretty quickly. 10/10 would use this service again,United States,US,technology,,taustinbiz
Great value and scraper!  Thanks!,United States,US,retail_and_wholesale,,dwhiteconsultin
"Very communicative, very good. Deliverable as done ahead of time.",United States,US,"financial_services_or_banking, technology",,maxlesieur
Talha is very professional and its always easy to work with him. Its the second time i have requested to work with him and I am very satisfied: he delivered on time and with a high quality. Highly recommended. Thanks Talha :),Albania,AL,,,milena_20
Very professional and efficient!,Switzerland,CH,,,user82690951
He did exactly what I wanted in a very short amount of time. ,United States,US,financial_services_or_banking,,pittena
"Talha was a pleasure to work with. His code/documentation was clean, communication was great and delivered promptly! Would definitely recommend.",United States,US,,,kennethmendonca
"Everything was done as expected and finished faster than expected.  A job well done and I would recommend highly.  Many others told me this could not be done, but talhapythoneer went above and beyond to fulfill this order.  I am very happy with the results.",United States,US,real_estate,,jonguercio748
Pleasure working with Talha as always,Israel,IL,,,nash1998
It was great working with Talha. He responded quickly to my messages and did each revision on the same day. I really enjoyed the experience working with him. I will definitely use his services again if I need.,United States,US,"education, art_and_design",,a_burgos
Fantastic to work with. Quickly understood my requirements and delivered a fast and effective and professional product,Australia,AU,,,jim_0108
Talha was very communicative during the process and let me know about potential limitations for our scraping project.  He prevailed and got everything we needed in a very timely fashion.  I will 100% be using him again the next time we need scraping done.  Really appreciate his hard work!,United States,US,retail_and_wholesale,,jim_breese
Great service,Mauritius,MU,,,d_moorgan
Amazing service. He did everything i asked for will 100% shop again. 10/10 recommended.,United States,US,,,robonixlabs
"Amazing, fast, exceptional!",Bulgaria,BG,,,pi777bul
"Thanks for the help, timely delivery and good communication. Will do business with again.",United States,US,,,amgibson2
"I got exactly what I needed , well recommended ..",United Arab Emirates,AE,,,ahmadmuhanna
"Just as promised, and the script is reliable and straightforward. Super quick delivery. Thank you",United States,US,,,santosm5
"Very good contact, processed my request perfectly. I can highly recommend his work. Very good value for money. ",Germany,DE,services,,andreaskrah774
Great work done very quickly,United States,US,,,scottgjohnsson
"This individual is remarkably informative and produces exceptional work. Their communication skills are highly commendable, and the project was completed within the designated timeframe. It was truly a pleasure collaborating with this individual. Thanks you for your help , good job",United States,US,real_estate,,cebosky1
"Great Job! I used talhapythoneer on a repeat job, it was a complicated project, was extremely happy with the results, and he's been extremely helpful in getting the project done.
Would definitely use again and recommend.",United States,US,real_estate,,nelfeuer
"I keep hiring him for any need to scrap data from websites to use for my business. Very professional, good communication and on time delivery keeps me coming back.",United States,US,retail_and_wholesale,,alexcastillo407
Very responsive. Delivered quality product very quickly. Would recommend highly,United States,US,,,b2bsal
very quick and accurate job. exceeded my expectations.,Israel,IL,marketing_or_advertising,,elektrok
"second time working with Talha. Again a great experience, fast delivery and gets the job done!",Netherlands,NL,financial_services_or_banking,,jasperhk
I received what I asked for in less time than expected. His web scraping skills helped save me tons of time in research.,United States,US,medical_or_pharmaceutical,,josue6
"Talha is great! I am really surprised by him. Great work, great communication, very understandable, delivered work in a great time! I am really happy I found him and very satisfied with his work! Highly recommended",Albania,AL,,,milena_20
Had an urgent task which requires me to scrape customer review data. Gave him a tight deadline of 8 hours and he delivered within just 3 hours of ordering. Amazing work and highly recommend ordering from him!,Italy,IT,,,sirshrek69
Excellent work and dedication! Thank you Talha!,United States,US,,,nikod3m
Very good seller and easy to communicate with... any issues found are dealt with swiftly and effectively.. will certainly use again,United States,US,gaming,,humanoid769
"Talha was exactly. Delivered exactly what I was looking for on time, was quick and clear to communicate and provided some support afterwards. Would definitely recommend and will use again!",Australia,AU,,,simonbrinkman
"Professional. Great communication, asked great clarifying questions. 
Will work with him again.",United States,US,,,danielazoulai
"Talha displayed a great aptitude for Python and web scraping and was able to conceive of a very unique scraping method to retrieve data for me. He was able to work through several issues encountered along the way, and even was able to pivot for last minute adjusted requirements. I recommend him.",United States,US,technology,,ar_t_e_m_is
"Well if after trying different ways you are wondering if anyone can make your project come true, then Talha can do it. He's fast, smart, he knows what he's doing, and it looks like Python is really his job. Great communication, quick resolutions, he is 100% helpful and patient. Please don't make him too busy, because I'll need him for a long time ;-)",Italy,IT,gaming,,mendocina
This is the second time I've used Talha to build be a web scraper. The work is excellent.,United States,US,financial_services_or_banking,,sheachristensen
"Es extraordinario trabajar con él. Este es el segundo proyecto que hago con él, y vamos por el tercero. Altamente recomendable.",Mexico,MX,sports_and_fitness,,cenpres
Excellent and fast.,Italy,IT,technology,,karlroesch
Great job helped me setup over zoom as well!,United Kingdom,GB,,,alan_partridge
"This is my second time hiring talhapythoneer. This project was a little more complicated than the previous so he asked for a zoom meeting. It was a very professional meeting and we agreed on what the deliverables were, and that is what he delivered (and then some).
I'm very happy (again) with the results. Looking forward for the next project.",United States,US,retail_and_wholesale,,alexcastillo407
Quick response times and performed all of the work as per my instruction.,Canada,CA,services,,mygreatinc
"Job done perfectly, faster than expected. Thank you for your professionalism!",France,FR,,,david_dyan
Great service!,United States,US,,,bcuellar1
Perfect delivery.,United States,US,services,,darenmongell839
"Great job again! it's the second time I've used talhapythoneer, extremely satisfied and would definitely recommend",United States,US,real_estate,,nelfeuer
Quick and worked exactly the brief. ,United Kingdom,GB,,,louiseperfect
"Great job! Good communication, and fast delivery",United States,US,real_estate,,nelfeuer
Worked efficiently and effectively! Reliable vendor for sure!,United States,US,medical_or_pharmaceutical,,jordanshahee190
Great work. Exactly what I needed.,Canada,CA,marketing_or_advertising,,zontimedia
I need to run several hundred items through an online freight calculator.   I described what I needed to him and he made a solution using Python.   Delivered a tool in one day that did the job perfectly and also allows me to use it in the future as well.   Gave very detailed step by step instructions on how to install and use the tool.  Very happy,United States,US,,,dowcanup
"amazing work, fast and efficient, turned out better than I expected!",Norway,NO,,,abdirabdulle196
"Service was world class and final delivery equally so. The request was challenging, requiring scraping across multiple webpages and URLS, including drop down lists. The final list was over 100,000 lines long, but everything turned out perfectly. Would highly recommend to anyone.",South Africa,ZA,,,joshkaplan493
Great as always,Germany,DE,real_estate,,stickdeinemutte
"Initial communication was very good, there was no pressure just  relevant and important discussion. I would have no  qualms about using this service again.",Mexico,MX,food_and_beverage,,nigeltc
I really enjoyed working with him. He went the extra mile to solve the problems and delivered what I ordered.,Hungary,HU,marketing_or_advertising,,renatohorvath
He's super helpful in getting the scrip set up. Would HIGHLY recommend!!,United States,US,art_and_design,,nickkeddie
"Seller was fast, responsive, and even zoom called me to help me through working the script. I would absolutely recommend him for any data scraping needs.",United States,US,art_and_design,,janelavue
Super helpful and delivered exactly what i needed! took the time to really get to know how he could best help me and did!,United States,US,real_estate,,adampowell549
Perfect and fast!,United States,US,,,user02697813
Worked with Tal before and this time is no different. Tal never fails to exceed expectations and communicated as needed to fully understand the scope. Creative in generating solutions to resolve potential issues. Would recommend Tal to any buyers out there.,Canada,CA,technology,,propgul
